dataset,corpus,query_id,split,query_type,difficulty,method,baseline_rank,rank,rank_delta_baseline_minus_method,change,hit_at_5,query,relevant_document_ids,top5_document_ids
english,english_152,emanual_19,test,english,emanual,hybrid,4,1,3,improved,True,How to configure Contrast and Sharpness?,doc_353741387bfd6387,doc_353741387bfd6387|doc_2bbca0997af7e74a|doc_bb306395cc6d4f76|doc_0af7c92f8dbdb29b|doc_cb5137af2abe18b6
english,english_152,emanual_225,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I configure Color Space Settings?,doc_353741387bfd6387,doc_353741387bfd6387|doc_af2ec7a96f792725|doc_599100686061968d|doc_28fa362e0abac177|doc_0f4a2c01c63c7750
english,english_152,emanual_631,test,english,emanual,hybrid,3,1,2,improved,True,Where do I find Reset option ?,doc_25dffc7c886f9021|doc_c62d865190756e69|doc_e46962318e2553d7,doc_25dffc7c886f9021|doc_ef91d3ce054acb3a|doc_c62d865190756e69|doc_e46962318e2553d7|doc_0f015058bf7c2775
english,english_152,emanual_401,validation,english,emanual,hybrid,2,2,0,unchanged,True,How do I change the menu language option?,doc_2c3942511eba49a0,doc_0012580590c4c18b|doc_2c3942511eba49a0|doc_d2eed91f926a63e8|doc_2bbca0997af7e74a|doc_44e1346840a728bb
english,english_152,emanual_454,test,english,emanual,hybrid,1,1,0,unchanged,True,I get this error 'some files cannot be played'. How do I fix this?,doc_34b450cc73b25221|doc_81063f3c891a1b05|doc_cef1248669442981,doc_cef1248669442981|doc_34b450cc73b25221|doc_81063f3c891a1b05|doc_c62d865190756e69|doc_615a7c3ab71fc9f0
english,english_152,emanual_188,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I turn on ambient mode on TV screen?,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_d0b12e9c89efb338
english,english_152,emanual_423,validation,english,emanual,hybrid,2,3,-1,declined,True,What do I do if the channel is not found?,doc_202f58843ae10ffc|doc_5727e1afc29df334|doc_db1a96f5b1f00b6e,doc_4ae5dbe8a44556a1|doc_e7ca421f430ee3c1|doc_5727e1afc29df334|doc_af3de84130096de7|doc_db1a96f5b1f00b6e
english,english_152,emanual_275,validation,english,emanual,hybrid,1,1,0,unchanged,True,What are the precautions for bixby?,doc_487682275d5ba6d5,doc_487682275d5ba6d5|doc_3deec08e7a494c6d|doc_cb5137af2abe18b6|doc_75b8a9fd66adafa1|doc_da1300ebb4dd314e
english,english_152,emanual_287,validation,english,emanual,hybrid,1,1,0,unchanged,True,Explain the steps how to do Schedule Recording from the guide screen?,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a,doc_0957beae540a0ea4|doc_ef91d3ce054acb3a|doc_5d7d7b3b2abc89df|doc_a41de15e5b29bc4a|doc_021c12c35b16c64e
english,english_152,emanual_191,test,english,emanual,hybrid,2,2,0,unchanged,True,Can you explain Ambient Mode?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_152,emanual_176,test,english,emanual,hybrid,5,1,4,improved,True,How can I search for the channels?,doc_242dd5273a96502e|doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_af3de84130096de7|doc_3af6b352347331b3|doc_c246ec277efd47fe|doc_4ae5dbe8a44556a1|doc_242dd5273a96502e
english,english_152,emanual_283,test,english,emanual,hybrid,3,1,2,improved,True,How can I select channel filter option ?,doc_4ae5dbe8a44556a1|doc_af3de84130096de7,doc_af3de84130096de7|doc_a17d0b6c852f901f|doc_4ae5dbe8a44556a1|doc_a41de15e5b29bc4a|doc_e7ca421f430ee3c1
english,english_152,emanual_555,validation,english,emanual,hybrid,3,2,1,improved,True,Can I select an external device connected to the TV?,doc_1eb01c14078311bb|doc_62c766ca8620a46c,doc_3116d72414e56f1e|doc_62c766ca8620a46c|doc_1eb01c14078311bb|doc_e5596e1b3e874338|doc_804541978d7fce82
english,english_152,emanual_637,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I fix powering on issue?,doc_bb306395cc6d4f76,doc_bb306395cc6d4f76|doc_e778c8da35de9c2f|doc_599100686061968d|doc_e5596e1b3e874338|doc_2bbca0997af7e74a
english,english_152,emanual_535,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I set the clock manually?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f2a6f947643fc60e|doc_8cef7e3848eac080|doc_a516564b3a344f30|doc_021c12c35b16c64e
english,english_152,emanual_256,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to set Daylight Saving Time (DST)?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_f2a6f947643fc60e|doc_202165cdad773eb5|doc_a516564b3a344f30|doc_021c12c35b16c64e
english,english_152,emanual_267,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I update TV’s software through Internet?,doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_755e377f476da28d|doc_c0f02da9d00f95d9|doc_58f9883ef5600855|doc_fce8424fccb22773
english,english_152,emanual_543,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Auto Power Off?,doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_559038e0a46f70dd|doc_1ccf529a297411ff|doc_bb306395cc6d4f76|doc_755e377f476da28d
english,english_152,emanual_599,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I get better audio quality. What are the connections guidelines for it?,doc_63df1531cbdc659b|doc_c0720d5f0d595fea|doc_d3ccc0799b2a15fd,doc_c0720d5f0d595fea|doc_d3ccc0799b2a15fd|doc_63df1531cbdc659b|doc_422d081516bd1cce|doc_e12736352b7e2a01
english,english_152,emanual_466,test,english,emanual,hybrid,1,1,0,unchanged,True,I dont know about Universal Guide. What is it?,doc_c8cba373f361e344,doc_c8cba373f361e344|doc_41c59520df46bac2|doc_d0b12e9c89efb338|doc_3116d72414e56f1e|doc_a41de15e5b29bc4a
english,english_152,emanual_276,test,english,emanual,hybrid,1,1,0,unchanged,True,Please instruct how to record any program?,doc_0957beae540a0ea4|doc_5d7d7b3b2abc89df|doc_ef91d3ce054acb3a,doc_ef91d3ce054acb3a|doc_5d7d7b3b2abc89df|doc_0957beae540a0ea4|doc_202165cdad773eb5|doc_ae3ce3395e81ce1c
english,english_152,emanual_282,test,english,emanual,hybrid,11,5,6,improved,True,From where I can see program information?,doc_021c12c35b16c64e|doc_a516564b3a344f30,doc_3a3e2297d8738f02|doc_a41de15e5b29bc4a|doc_5d7d7b3b2abc89df|doc_e55ae96035dd76d6|doc_021c12c35b16c64e
english,english_152,emanual_186,validation,english,emanual,hybrid,3,1,2,improved,True,What is the use of search option in tne smart hub?,doc_0e7fbbe1ec22ae1b|doc_de8b8dd292c3b28e,doc_de8b8dd292c3b28e|doc_60dafa15fdeb038e|doc_5d0f867bdf5d3927|doc_0e7fbbe1ec22ae1b|doc_fe8b5be25413f30d
english,english_152,emanual_116,test,english,emanual,hybrid,1,1,0,unchanged,True,My software update over the Internet has failed. How do I fix this?,doc_755e377f476da28d|doc_e66d2e96bcd55a11,doc_e66d2e96bcd55a11|doc_39d0ee956dd210f7|doc_c0f02da9d00f95d9|doc_755e377f476da28d|doc_fce8424fccb22773
english,english_152,emanual_85,validation,english,emanual,hybrid,3,1,2,improved,True,How can I check app details?,doc_9bcc997d8d11776c,doc_9bcc997d8d11776c|doc_6315e132a25457cc|doc_d2eed91f926a63e8|doc_3f10c228d9ebd41b|doc_7d9084e249b806f6
english,english_152,emanual_524,validation,english,emanual,hybrid,2,1,1,improved,True,Can I select Sound Feedback?,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776,doc_99b36d27411cc595|doc_dc30edcb02d26e16|doc_d4d50252bc60bc84|doc_d0c4a5adf3ffc776|doc_5f9d9d64cde629ee
english,english_152,emanual_413,test,english,emanual,hybrid,1,1,0,unchanged,True,Where do I find signal information ?,doc_370d54180294fdd8,doc_370d54180294fdd8|doc_0f015058bf7c2775|doc_202f58843ae10ffc|doc_bb306395cc6d4f76|doc_3a3e2297d8738f02
english,english_152,emanual_648,test,english,emanual,hybrid,2,1,1,improved,True,Can I fix odd sound of speaker?,doc_422d081516bd1cce|doc_dc30edcb02d26e16,doc_422d081516bd1cce|doc_5f9d9d64cde629ee|doc_d0c4a5adf3ffc776|doc_99b36d27411cc595|doc_77298c31ec8420b7
english,english_152,emanual_442,test,english,emanual,hybrid,1,1,0,unchanged,True,What do I do if wireless network connection failed?,doc_39d0ee956dd210f7|doc_e778c8da35de9c2f,doc_39d0ee956dd210f7|doc_e778c8da35de9c2f|doc_47ce19cf70eb6dd7|doc_25dffc7c886f9021|doc_4575d3ff16a9c519
english,english_152,emanual_529,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I set the current time on the TV?,doc_c0c0b15cc2de836c,doc_c0c0b15cc2de836c|doc_021c12c35b16c64e|doc_8cef7e3848eac080|doc_f2a6f947643fc60e|doc_a41de15e5b29bc4a
english,english_152,emanual_434,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I fix Weak or No Signal issue?,doc_202f58843ae10ffc|doc_370d54180294fdd8,doc_202f58843ae10ffc|doc_bb306395cc6d4f76|doc_370d54180294fdd8|doc_422d081516bd1cce|doc_39d0ee956dd210f7
english,english_152,emanual_468,validation,english,emanual,hybrid,2,2,0,unchanged,True,I don't know about Ambient Mode. Can you explain briefly?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_152,emanual_527,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I connect to the bluetooth audio devices to the TV?,doc_3feef92b8b9bf00c|doc_b525bb5a3da3aa93,doc_b525bb5a3da3aa93|doc_3feef92b8b9bf00c|doc_9a205fc1630e4713|doc_d3ccc0799b2a15fd|doc_7d9084e249b806f6
english,english_152,emanual_371,test,english,emanual,hybrid,2,2,0,unchanged,True,How can I connect my mobile device to the TV?,doc_4575d3ff16a9c519|doc_7d9084e249b806f6|doc_a00c8eaf77703d82,doc_e5596e1b3e874338|doc_7d9084e249b806f6|doc_804541978d7fce82|doc_93b5337a580bd24e|doc_a00c8eaf77703d82
english,english_152,emanual_348,validation,english,emanual,hybrid,2,1,1,improved,True,How to update the TV automatically ?,doc_755e377f476da28d|doc_c0f02da9d00f95d9,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11|doc_755e377f476da28d|doc_9bcc997d8d11776c|doc_8a7e529a6a2552da
english,english_152,emanual_618,validation,english,emanual,hybrid,4,2,2,improved,True,Can I change the menu language option?,doc_2c3942511eba49a0|doc_c4a1cafcf274cbae,doc_d2eed91f926a63e8|doc_2c3942511eba49a0|doc_2bbca0997af7e74a|doc_0012580590c4c18b|doc_c4a1cafcf274cbae
english,english_152,emanual_284,test,english,emanual,hybrid,145,29,116,improved,False,How can I change Antenna type?,doc_db1a96f5b1f00b6e,doc_370d54180294fdd8|doc_c028da2f1c056433|doc_b004658a7d9ff39a|doc_425a79f5973c1d9d|doc_a41de15e5b29bc4a
english,english_152,emanual_310,test,english,emanual,hybrid,2,2,0,unchanged,True,How can I jump forward / jump backward?,doc_21e1954dbcd5e7b3,doc_ae3ce3395e81ce1c|doc_21e1954dbcd5e7b3|doc_202165cdad773eb5|doc_da1300ebb4dd314e|doc_60dafa15fdeb038e
english,english_152,emanual_514,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I select Optimized sound mode?,doc_99b36d27411cc595,doc_99b36d27411cc595|doc_d0c4a5adf3ffc776|doc_706dedfd66e0c194|doc_af9e1db1daf8b03b|doc_dc30edcb02d26e16
english,english_152,emanual_69,validation,english,emanual,hybrid,1,1,0,unchanged,True,How to create a Samsung account using a Facebook account?,doc_88924c0794a9c8d4,doc_88924c0794a9c8d4|doc_fbd8475fad369e41|doc_5c5589c27cc2fd98|doc_75b8a9fd66adafa1|doc_fe8b5be25413f30d
english,english_152,emanual_145,test,english,emanual,hybrid,1,1,0,unchanged,True,Where do I find the list of my favorite channels?,doc_3af6b352347331b3|doc_95fa017d8afc2bc7,doc_95fa017d8afc2bc7|doc_242dd5273a96502e|doc_c246ec277efd47fe|doc_ffe8bf4b5c0e3c80|doc_3af6b352347331b3
english,english_152,emanual_139,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I schedule any program?,doc_021c12c35b16c64e|doc_a516564b3a344f30,doc_a516564b3a344f30|doc_021c12c35b16c64e|doc_5d7d7b3b2abc89df|doc_a41de15e5b29bc4a|doc_f2a6f947643fc60e
english,english_152,emanual_146,validation,english,emanual,hybrid,6,3,3,improved,True,Where do I find Guide Screen option?,doc_0012580590c4c18b|doc_1c805f0df386110a,doc_ef91d3ce054acb3a|doc_f0e90fb8f636298c|doc_0012580590c4c18b|doc_2c3942511eba49a0|doc_1c805f0df386110a
english,english_152,emanual_89,test,english,emanual,hybrid,1,1,0,unchanged,True,What is the use of universal guide?,doc_c8cba373f361e344,doc_c8cba373f361e344|doc_41c59520df46bac2|doc_1eb01c14078311bb|doc_d0b12e9c89efb338|doc_2c3942511eba49a0
english,english_152,emanual_212,validation,english,emanual,hybrid,5,1,4,improved,True,How do I configure Color?,doc_353741387bfd6387,doc_353741387bfd6387|doc_599100686061968d|doc_64626f5b3d334fe7|doc_af2ec7a96f792725|doc_4f3fc32b567e8f3b
english,english_152,emanual_1,test,english,emanual,hybrid,16,4,12,improved,True,What is source and how to serch data for channels?,doc_1eb01c14078311bb|doc_4ae5dbe8a44556a1,doc_3116d72414e56f1e|doc_af3de84130096de7|doc_242dd5273a96502e|doc_1eb01c14078311bb|doc_a17d0b6c852f901f
english,english_152,emanual_451,test,english,emanual,hybrid,15,3,12,improved,True,TV audio is not being played through the receiver. What should I do?,doc_16dcff0dc12a6a13|doc_422d081516bd1cce,doc_dc30edcb02d26e16|doc_3feef92b8b9bf00c|doc_422d081516bd1cce|doc_c0720d5f0d595fea|doc_b525bb5a3da3aa93
english,english_152,emanual_182,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I connect Samsung-Smart-Remote to TV?,doc_34c598c35f3e6406|doc_e8f06baf2e266ead,doc_e8f06baf2e266ead|doc_34c598c35f3e6406|doc_cb5137af2abe18b6|doc_a999e4aaad94aafb|doc_7d9084e249b806f6
english,english_152,emanual_470,validation,english,emanual,hybrid,1,2,-1,declined,True,My TV screen automatically became black screen. How ?,doc_559038e0a46f70dd,doc_0f4a2c01c63c7750|doc_559038e0a46f70dd|doc_1ccf529a297411ff|doc_0af7c92f8dbdb29b|doc_e0c8d52bda0ed65c
english,english_152,emanual_465,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I turn on ambient mode on TV screen. Can you explain about that?,doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_fd9f5beff7a82de8,doc_1ccf529a297411ff|doc_fd9f5beff7a82de8|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_d0b12e9c89efb338
english,english_152,emanual_302,test,english,emanual,hybrid,4,3,1,improved,True,How do I check scheduled viewings?,doc_021c12c35b16c64e|doc_0312927d1c998db2|doc_a516564b3a344f30,doc_a41de15e5b29bc4a|doc_f2a6f947643fc60e|doc_0312927d1c998db2|doc_0957beae540a0ea4|doc_021c12c35b16c64e
english,english_152,emanual_645,test,english,emanual,hybrid,2,1,1,improved,True,Can I fix low volume issue?,doc_422d081516bd1cce|doc_dc30edcb02d26e16,doc_422d081516bd1cce|doc_0af7c92f8dbdb29b|doc_dc30edcb02d26e16|doc_c054145800fbf428|doc_202f58843ae10ffc
english,english_152,emanual_490,test,english,emanual,hybrid,4,1,3,improved,True,Can I configure Tint?,doc_353741387bfd6387,doc_353741387bfd6387|doc_af2ec7a96f792725|doc_a99a8099396779cd|doc_bb306395cc6d4f76|doc_d4d50252bc60bc84
english,english_152,emanual_411,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I troubleshoot video issues ?,doc_0f015058bf7c2775|doc_bb306395cc6d4f76,doc_0f015058bf7c2775|doc_fce8424fccb22773|doc_bb306395cc6d4f76|doc_615a7c3ab71fc9f0|doc_16dcff0dc12a6a13
english,english_152,emanual_359,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I turn on the TV with a mobile device?,doc_7d9084e249b806f6|doc_e5596e1b3e874338,doc_e5596e1b3e874338|doc_7d9084e249b806f6|doc_93b5337a580bd24e|doc_a00c8eaf77703d82|doc_804541978d7fce82
english,english_152,emanual_14,test,english,emanual,hybrid,1,1,0,unchanged,True,What are natural and movie mode?,doc_af9e1db1daf8b03b,doc_af9e1db1daf8b03b|doc_706dedfd66e0c194|doc_e12736352b7e2a01|doc_559038e0a46f70dd|doc_1ccf529a297411ff
english,english_152,emanual_594,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I view a list of mobile devices registered to the TV?,doc_804541978d7fce82,doc_804541978d7fce82|doc_7d9084e249b806f6|doc_a99a8099396779cd|doc_93b5337a580bd24e|doc_a00c8eaf77703d82
english,english_152,emanual_179,validation,english,emanual,hybrid,2,1,1,improved,True,Where do I find e-Manual?,doc_2caad8a88899272a|doc_83dbad72020c426c,doc_83dbad72020c426c|doc_4fa7990263faeb2a|doc_2caad8a88899272a|doc_1725377e288e3615|doc_f0e90fb8f636298c
english,english_152,emanual_567,validation,english,emanual,hybrid,2,1,1,improved,True,I want to update the TV automatically. How can I do that ?,doc_755e377f476da28d|doc_c0f02da9d00f95d9,doc_c0f02da9d00f95d9|doc_e66d2e96bcd55a11|doc_755e377f476da28d|doc_9bcc997d8d11776c|doc_34c598c35f3e6406
english,english_152,emanual_325,validation,english,emanual,hybrid,6,2,4,improved,True,How do I select and view channels from favorite list only ?,doc_3af6b352347331b3,doc_ffe8bf4b5c0e3c80|doc_3af6b352347331b3|doc_242dd5273a96502e|doc_95fa017d8afc2bc7|doc_e7ca421f430ee3c1
english,english_152,emanual_29,validation,english,emanual,hybrid,1,1,0,unchanged,True,What is Default / CC1 ~ CC4/ Text1 ~ Text4 and Default / Service1 ~ Service6 / CC1 ~ CC4 / Text1 ~ Text4?,doc_28fa362e0abac177,doc_28fa362e0abac177|doc_c62d865190756e69|doc_25dffc7c886f9021|doc_af9e1db1daf8b03b|doc_ae3ce3395e81ce1c
english,english_152,emanual_634,validation,english,emanual,hybrid,1,1,0,unchanged,True,Can I fix Screen Brightness issues?,doc_afc84e50acac12bb|doc_bb306395cc6d4f76,doc_afc84e50acac12bb|doc_bb306395cc6d4f76|doc_353741387bfd6387|doc_615a7c3ab71fc9f0|doc_559038e0a46f70dd
english,english_152,emanual_590,validation,english,emanual,hybrid,3,1,2,improved,True,What are the steps to connect my mobile device to the TV?,doc_7d9084e249b806f6|doc_a00c8eaf77703d82,doc_7d9084e249b806f6|doc_804541978d7fce82|doc_e5596e1b3e874338|doc_a00c8eaf77703d82|doc_93b5337a580bd24e
english,english_152,emanual_433,test,english,emanual,hybrid,1,1,0,unchanged,True,How do I fix odd sound of speaker?,doc_422d081516bd1cce|doc_c0720d5f0d595fea,doc_422d081516bd1cce|doc_d0c4a5adf3ffc776|doc_5f9d9d64cde629ee|doc_c0720d5f0d595fea|doc_99b36d27411cc595
english,english_152,emanual_507,validation,english,emanual,hybrid,1,1,0,unchanged,True,Explain the procedure to adjust HDMI black level?,doc_0af7c92f8dbdb29b,doc_0af7c92f8dbdb29b|doc_0f4a2c01c63c7750|doc_e12736352b7e2a01|doc_959a249e5e387400|doc_64626f5b3d334fe7
english,english_152,emanual_467,test,english,emanual,hybrid,1,1,0,unchanged,True,I want to enter into Ambient mode. How can I do that?,doc_fd9f5beff7a82de8,doc_fd9f5beff7a82de8|doc_1ccf529a297411ff|doc_559038e0a46f70dd|doc_af2ec7a96f792725|doc_da1300ebb4dd314e
english,english_152,emanual_22,validation,english,emanual,hybrid,1,1,0,unchanged,True,How do I configure RGB Only Mode and Color Space Settings?,doc_353741387bfd6387,doc_353741387bfd6387|doc_af2ec7a96f792725|doc_e12736352b7e2a01|doc_28fa362e0abac177|doc_d0c4a5adf3ffc776
english,english_152,emanual_486,test,english,emanual,hybrid,4,1,3,improved,True,Can I configure Brightness?,doc_353741387bfd6387|doc_afc84e50acac12bb,doc_afc84e50acac12bb|doc_af2ec7a96f792725|doc_353741387bfd6387|doc_559038e0a46f70dd|doc_1ccf529a297411ff
english,english_152,emanual_135,validation,english,emanual,hybrid,2,1,1,improved,True,How do I use virtual numeric pad?,doc_0e3c01b874040648|doc_bb3e0d00176d1755,doc_0e3c01b874040648|doc_bb3e0d00176d1755|doc_a999e4aaad94aafb|doc_da1300ebb4dd314e|doc_6935de094dfc03d5
english,english_152,emanual_430,test,english,emanual,hybrid,2,1,1,improved,True,how do I fix low volume issue?,doc_422d081516bd1cce|doc_77298c31ec8420b7|doc_c0720d5f0d595fea,doc_422d081516bd1cce|doc_0af7c92f8dbdb29b|doc_202f58843ae10ffc|doc_dc30edcb02d26e16|doc_c054145800fbf428
english,english_152,emanual_155,validation,english,emanual,hybrid,1,1,0,unchanged,True,How can I view and select channels on my favorite lists only?,doc_3af6b352347331b3,doc_3af6b352347331b3|doc_ffe8bf4b5c0e3c80|doc_242dd5273a96502e|doc_95fa017d8afc2bc7|doc_c246ec277efd47fe
english,english_152,emanual_461,validation,english,emanual,hybrid,2,1,1,improved,True,I want to know about settings option in smart hub. What is it?,doc_0e7fbbe1ec22ae1b|doc_de8b8dd292c3b28e,doc_de8b8dd292c3b28e|doc_60dafa15fdeb038e|doc_1877001c624f7540|doc_0e7fbbe1ec22ae1b|doc_5d0f867bdf5d3927
english,english_152,emanual_229,test,english,emanual,hybrid,1,1,0,unchanged,True,How can I use HDMI UHD Color?,doc_4f3fc32b567e8f3b|doc_4f82ee87336df9b4|doc_64626f5b3d334fe7,doc_64626f5b3d334fe7|doc_4f3fc32b567e8f3b|doc_4f82ee87336df9b4|doc_0af7c92f8dbdb29b|doc_959a249e5e387400
english,english_152,emanual_353,test,english,emanual,hybrid,1,1,0,unchanged,True,Can I request service I am having problem with the TV?,doc_25e78fd790c751f7|doc_48ab71c7d4b97cf1,doc_48ab71c7d4b97cf1|doc_25e78fd790c751f7|doc_c76d00f88bf6de78|doc_202f58843ae10ffc|doc_77298c31ec8420b7
